,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
17028,Jill Holmes,40084243,13,87,46,5,8,3,5,5,4,76,75,61,advanced_front_end
17029,Kenneth Kemp,49032043,12,39,13,3,3,3,3,6,1,69,58,63,beginner_backend
17030,Clarence Boyd,44700097,22,50,38,4,6,3,1,4,4,41,89,46,advanced_front_end
17031,Richard Church,44431749,57,89,0,4,2,3,0,7,2,67,54,63,beginner_backend
17032,Nina Osteen,73039782,22,67,43,4,6,4,3,5,3,67,85,47,advanced_front_end
17033,Marie Fasano,16017947,0,0,42,3,0,10,3,2,2,77,87,69,beginner_data_science
17034,Yolanda Rose,27072170,10,86,29,2,7,5,7,5,6,58,94,67,advanced_front_end
17035,Rachel Downing,52913935,52,63,43,3,0,5,3,6,4,67,79,52,advanced_backend
17036,Maria Blackburn,97273123,31,57,23,3,3,4,3,6,6,61,54,79,advanced_data_science
17037,Karen Weichel,89492209,58,55,51,2,5,5,2,4,3,64,93,88,beginner_data_science
17038,Mary Rost,76255191,46,60,25,4,6,4,6,6,0,86,66,61,beginner_backend
17039,Tammy Edwards,22472693,39,60,38,5,4,3,8,3,6,65,100,89,beginner_backend
17040,Brad Gray,9633329,43,71,41,6,3,5,4,1,2,64,60,79,advanced_data_science
17041,Earl Jones,25389704,34,21,71,1,1,5,2,6,3,63,49,57,advanced_front_end
17042,Michael Simon,41005853,36,50,27,5,3,6,4,2,6,83,76,69,advanced_backend
17043,Dorothy Asmus,13292996,46,15,56,2,4,3,0,3,2,42,71,34,advanced_front_end
17044,Mario Corvin,80211889,0,54,11,3,6,1,0,5,4,93,63,63,beginner_backend
17045,Shira Lopez,76549139,26,55,11,2,4,3,1,3,6,79,86,62,beginner_backend
17046,Theron Jenkins,36424262,47,50,37,1,0,5,6,3,4,68,84,66,beginner_backend
17047,Rosemary Shattuck,45757800,16,28,36,1,3,2,4,2,7,86,88,81,beginner_backend
17048,Brett Scruggs,75545150,6,,37,1,6,5,2,5,5,74,69,68,beginner_backend
17049,Thomas Gramby,78716618,39,17,27,6,3,5,1,2,2,59,76,78,advanced_data_science
17050,Rebecca Lynch,76277349,5,52,35,2,1,4,6,3,4,63,95,65,advanced_backend
17051,Clayton Webb,15405494,44,87,7,5,2,6,2,9,4,69,67,72,advanced_data_science
17052,Naomi Gessford,73602231,69,64,93,5,5,2,2,2,4,53,72,71,beginner_data_science
17053,Margaret Murphy,21728203,0,7,15,0,5,4,3,2,6,87,61,69,beginner_backend
17054,Katherine Brueggeman,16821553,61,37,58,1,6,1,8,10,3,42,61,37,advanced_data_science
17055,Edward Johnson,14843466,89,72,32,7,2,5,7,6,6,59,61,91,advanced_data_science
17056,Natasha Cash,49264528,0,68,67,3,4,3,4,7,4,72,75,72,advanced_front_end
17057,Gail Tolley,61743284,0,23,0,1,4,4,0,5,4,90,62,69,beginner_backend
17058,Tomas Christiano,69398504,84,25,31,1,8,3,4,2,0,41,75,66,beginner_front_end
17059,Timothy Herron,2750225,52,31,84,5,3,0,4,3,5,86,73,69,beginner_data_science
17060,Robert Adkisson,27459902,45,38,18,4,3,6,5,2,4,44,70,80,advanced_data_science
17061,Patrick Fiaschetti,60587776,41,34,14,8,5,9,0,2,8,89,77,70,advanced_backend
17062,Donna Jewell,67672560,60,31,8,6,2,5,3,6,0,60,71,63,advanced_data_science
17063,Sheila Roberts,86750522,12,18,52,0,3,6,4,1,6,79,84,66,beginner_backend
17064,Mary Case,29290608,60,42,51,2,4,3,3,2,4,63,64,70,beginner_data_science
17065,Lisa Demarsico,66801162,22,0,75,3,0,5,9,3,0,35,71,45,beginner_data_science
17066,Glen Houck,92670570,19,65,55,4,0,6,7,2,5,93,74,71,advanced_backend
17067,Olga Sroka,51081587,0,30,51,2,3,5,2,7,7,54,76,62,advanced_front_end
17068,Sheila Morataya,89124291,64,54,66,3,1,2,5,5,3,64,76,81,beginner_backend
17069,Joseph Cook,56968755,18,25,53,2,2,1,3,6,4,69,61,80,beginner_backend
17070,Josephine Shaner,86033934,19,60,27,2,3,6,0,5,2,77,78,66,beginner_backend
17071,Vonnie Keller,38631191,16,56,6,3,5,5,0,5,2,83,62,58,beginner_backend
17072,Diane Myers,23334580,37,43,56,3,6,5,4,2,3,64,87,73,beginner_data_science
17073,Michael Ross,98398501,33,23,22,2,3,3,3,3,0,77,56,,beginner_front_end
17074,Christopher Cole,8042127,45,42,40,2,7,3,3,5,3,81,45,50,beginner_front_end
17075,Kevin Randolph,23700846,27,49,50,6,4,6,0,3,3,62,77,90,beginner_data_science
17076,Michael Rodriguez,14396299,59,41,33,4,3,4,4,5,3,62,56,67,advanced_data_science
17077,Manuel Paquette,58159685,12,63,49,1,5,1,4,5,2,67,45,68,advanced_data_science
17078,Charles Stokes,17967470,50,40,25,4,1,8,3,5,10,76,81,64,advanced_backend
17079,Carol King,58493492,61,0,0,1,1,6,0,5,0,64,39,72,beginner_front_end
17080,Deborah Lane,92068778,14,5,63,0,3,4,1,5,2,78,50,65,advanced_front_end
17081,Angel Moore,52661419,52,8,53,4,4,3,4,8,2,68,56,70,beginner_front_end
17082,Kenneth Wilford,44326359,32,70,0,5,2,6,3,9,3,60,51,62,advanced_data_science
17083,Diane Brownie,87233525,64,48,79,0,3,3,6,6,4,57,21,42,advanced_data_science
17084,Dong Chamness,2525132,58,45,40,2,3,9,4,7,4,50,63,48,beginner_backend
17085,Ronnie Long,35260421,40,32,79,4,1,5,6,3,2,49,65,48,beginner_data_science
17086,Rigoberto Gibbs,17646132,72,0,43,4,5,5,3,5,1,57,65,75,beginner_front_end
17087,Harold Weiss,51345093,32,55,4,8,2,8,3,2,4,45,71,94,advanced_data_science
17088,James Prestwich,38275702,68,30,0,5,7,3,2,2,4,64,77,73,advanced_backend
17089,Annette Barrett,22354340,23,69,60,3,5,5,5,7,1,79,62,46,advanced_front_end
17090,Jennifer Dias,73975352,45,17,29,3,7,1,2,5,3,19,84,60,advanced_front_end
17091,Olivia Clark,64466218,43,22,84,2,4,4,5,4,1,45,60,49,beginner_data_science
17092,Giovanni Neel,19655982,44,44,61,5,5,5,4,3,3,70,88,76,beginner_data_science
17093,Eric Calzada,49764869,35,41,49,2,6,1,3,4,3,56,66,74,advanced_front_end
17094,Adrian Tornow,30434992,31,17,30,0,4,4,3,7,1,62,78,83,beginner_data_science
17095,Birgit Jageman,34909712,61,49,46,1,9,4,7,3,0,85,63,60,advanced_front_end
17096,Beverly Medrano,63195235,20,29,38,1,3,1,3,8,1,83,57,81,beginner_backend
17097,Chester Grayson,19432419,38,54,6,7,2,7,2,4,4,58,71,80,advanced_data_science
17098,Arlene Thach,86999837,60,93,0,2,0,2,0,9,0,70,45,51,beginner_backend
17099,David Cho,21021968,13,16,31,1,3,11,5,2,1,60,94,80,beginner_data_science
17100,Ester Roche,61051322,14,67,65,4,3,2,3,6,5,75,74,79,advanced_front_end
17101,Barbara Sauceda,58218897,81,69,34,9,1,10,2,3,5,60,69,100,advanced_data_science
17102,Michael Vann,46712958,16,13,45,3,3,2,5,2,3,39,48,55,beginner_data_science
17103,Chad Katz,31020255,28,40,56,8,3,9,0,7,9,75,80,92,advanced_backend
17104,Michael Ellis,72353450,70,35,53,4,4,3,3,4,5,67,33,44,beginner_front_end
17105,Patsy Barnes,72078320,19,37,42,2,6,3,2,5,5,42,83,47,advanced_front_end
17106,Bernice Jones,77441627,56,56,42,4,2,3,6,3,3,62,43,84,advanced_data_science
17107,Paula Pena,69462316,33,60,39,3,5,2,1,7,2,60,57,62,beginner_backend
17108,Thomas Baker,48236164,17,61,0,3,5,2,0,2,3,94,72,43,beginner_front_end
17109,Robert Haith,47815594,47,59,24,3,1,2,1,5,3,75,31,39,beginner_front_end
17110,Shayla Jones,25133557,48,49,47,5,1,1,7,6,2,49,57,74,beginner_backend
17111,Sterling Inman,89648778,39,16,30,4,2,6,2,4,5,42,71,66,advanced_data_science
17112,Ora Rand,56037856,45,51,24,5,3,7,4,5,7,59,69,62,advanced_backend
17113,Rodney Alfano,74260846,47,94,34,3,8,6,9,4,2,86,36,65,advanced_front_end
17114,Margaret Grosbier,37314463,47,51,39,5,5,3,5,6,1,54,55,53,advanced_data_science
17115,Mazie Rice,96760891,70,26,47,7,5,2,5,4,5,62,58,55,beginner_front_end
17116,George Fisher,36948952,12,35,60,5,4,7,1,0,4,48,90,83,beginner_data_science
17117,Deena Wills,78578607,73,93,17,6,4,1,1,7,2,64,63,79,beginner_backend
17118,Gail Sewell,31026613,34,41,37,2,2,3,5,5,2,76,68,61,beginner_backend
17119,Iris Belcher,79959493,65,47,63,1,2,4,3,6,2,49,81,77,beginner_data_science
17120,Amy Engelhardt,68790408,58,41,49,3,8,4,5,3,2,69,78,65,beginner_front_end
17121,Edward Loreto,76104959,17,52,35,4,5,3,1,4,0,77,44,63,advanced_data_science
17122,Luisa Kelley,15531608,41,20,70,3,0,7,1,0,4,60,,69,beginner_data_science
17123,Jacques Hallmark,4864069,47,48,36,5,5,5,4,7,3,40,72,57,advanced_data_science
17124,Arthur Dwaileebe,9702006,74,30,23,1,5,2,2,4,2,51,63,55,beginner_front_end
17125,Hilda Green,40304853,18,14,32,7,2,5,2,6,6,80,88,93,advanced_backend
17126,James Pannenbacker,13331042,42,59,45,3,4,2,5,6,4,57,53,77,advanced_data_science
17127,Roger Bocchi,36847706,35,28,60,2,3,0,0,4,0,64,53,,beginner_front_end
17128,Adolfo San,3891520,45,78,27,2,5,4,6,10,5,47,52,48,advanced_data_science
17129,Thomas Ward,33205312,0,50,48,5,0,7,9,2,7,86,73,83,advanced_backend
17130,Andrew Burgess,88185043,9,55,42,5,2,6,6,3,6,82,71,72,advanced_backend
17131,Carson Williams,84136018,66,41,28,5,4,6,3,6,10,70,80,59,advanced_backend
17132,Robert Alvarado,19808243,12,0,42,3,2,5,7,3,2,84,77,59,beginner_data_science
17133,Tara Dixon,22223240,0,17,51,0,4,2,3,6,5,79,79,73,beginner_backend
17134,Catherine Howlett,97305323,50,66,20,7,2,4,7,4,4,49,39,79,advanced_data_science
17135,Julia Helbling,67397082,22,48,27,3,6,3,0,8,0,81,47,65,beginner_backend
17136,Eleanor Anderson,78696294,27,55,12,2,8,7,0,3,2,39,52,87,beginner_data_science
17137,Ricardo Quinn,81563252,20,26,53,3,3,5,7,5,2,80,61,46,beginner_data_science
17138,Lance Winslow,96171912,20,36,50,3,0,8,3,3,3,57,74,63,beginner_data_science
17139,Phillip Hill,56485350,69,61,61,4,6,2,2,4,4,70,68,76,beginner_data_science
17140,Neal Mutz,25249099,13,41,41,2,0,5,7,3,8,89,88,83,advanced_backend
17141,Felix Egland,41003437,36,39,49,2,5,3,5,6,4,65,61,81,advanced_front_end
17142,Douglas Kertesz,20199442,28,50,45,2,3,1,3,6,5,55,80,87,advanced_front_end
17143,Luis Valentin,70220018,30,16,29,5,4,3,3,7,6,83,67,65,beginner_front_end
17144,Jay Acevedo,23099037,6,54,,1,4,1,3,6,2,62,79,72,advanced_front_end
17145,Mario Riso,12843966,15,21,53,2,0,9,2,2,3,60,83,73,beginner_data_science
17146,James Fifer,26550406,25,39,18,3,2,3,7,2,6,70,68,71,beginner_backend
17147,Vickie Falls,86435508,66,60,68,4,0,1,8,4,3,60,90,89,beginner_backend
17148,Taylor Quinn,36924624,39,69,29,6,1,5,4,6,5,65,48,79,advanced_data_science
17149,Latanya Reiff,34460078,61,53,34,3,2,2,6,5,5,59,70,70,advanced_backend
17150,Margaret Goodsite,21431512,39,41,10,6,1,6,2,5,4,62,56,73,advanced_data_science
17151,Lisa Quinn,75607384,33,44,32,6,1,0,4,3,4,67,55,76,beginner_backend
17152,Prudence Coleman,58884730,53,57,38,5,2,6,4,3,5,51,47,74,advanced_data_science
17153,Margaret Donze,86913760,50,34,46,4,4,3,3,5,1,61,49,45,advanced_data_science
17154,Linda Routt,27626721,53,64,66,3,4,4,2,1,4,34,73,75,beginner_data_science
17155,Dorothy Nickerson,73604507,37,78,27,4,1,8,1,8,6,58,70,83,advanced_data_science
17156,Marie Raynes,81392482,63,19,68,5,4,0,1,5,2,46,61,71,advanced_front_end
17157,Derek Kimbrough,92595287,19,31,33,1,3,4,1,3,7,72,65,61,beginner_backend
17158,Heather Brooks,54928697,42,50,51,6,3,7,0,8,6,57,79,72,advanced_backend
17159,Michael Rucker,34961019,68,41,7,6,2,6,3,6,2,52,51,56,advanced_data_science
17160,Evelyn Ledford,34804464,42,57,55,4,2,3,4,2,2,81,71,85,advanced_backend
17161,Sunshine Baer,29439868,31,15,40,0,1,3,5,6,2,50,71,66,beginner_data_science
17162,Dana Hagge,6043469,81,14,60,4,7,8,6,7,6,50,45,74,beginner_front_end
17163,Glen Gaden,87507594,2,86,64,3,5,1,4,6,4,58,64,72,advanced_front_end
17164,Martin Miller,8638795,27,89,35,4,3,7,6,1,6,61,66,45,advanced_backend
17165,Donna Russ,67312832,22,49,26,2,5,1,4,5,5,80,66,52,beginner_front_end
17166,Heather Crozier,38811402,66,55,58,3,4,5,8,5,4,70,95,85,beginner_backend
17167,Janna Ramsey,3384505,20,48,9,2,4,4,2,3,3,91,68,44,beginner_backend
17168,Brian Kittinger,18349466,37,45,65,3,2,4,1,4,3,73,59,53,advanced_front_end
17169,Terrance Johnson,28967514,33,34,24,2,1,3,5,4,6,72,83,86,advanced_backend
17170,Dennis Diaz,62047752,24,60,26,6,4,5,6,1,4,70,60,81,advanced_backend
17171,Darrell Beatty,7654494,43,72,50,4,5,5,4,7,2,58,54,56,advanced_data_science
17172,William Chung,40090684,35,42,27,0,7,5,6,6,3,54,58,54,advanced_front_end
17173,Edna Smith,71829887,44,13,18,1,8,3,3,4,1,54,65,53,advanced_front_end
17174,Chad Baize,49397072,24,78,34,2,5,1,6,6,2,72,56,68,advanced_data_science
17175,Lashonda Weintraub,69666668,29,43,42,6,1,7,5,5,6,76,64,86,advanced_backend
17176,James Jackson,10867108,38,86,8,7,3,1,1,6,4,48,62,93,beginner_backend
17177,Joseph Maldonado,13692648,49,45,35,7,1,7,2,5,3,62,89,90,advanced_data_science
17178,David Reid,12745434,8,55,29,7,5,3,7,1,0,62,59,86,advanced_backend
17179,Debbie Gracey,12357743,47,37,34,3,4,5,1,4,4,62,62,85,advanced_data_science
17180,Kevin Jalbert,85511465,49,61,20,2,3,3,3,7,2,72,68,76,beginner_backend
17181,James Bratchett,21766723,45,59,27,6,0,9,2,6,6,55,68,86,advanced_data_science
17182,Deborah Wilcox,78747138,53,43,39,6,5,5,3,3,2,53,75,75,advanced_data_science
17183,Chris May,49939692,56,77,31,5,2,1,4,5,1,77,85,76,beginner_backend
17184,Stanley Hall,86755747,26,48,3,3,6,4,3,6,2,96,70,60,beginner_backend
17185,Michael Kane,47615728,57,57,46,3,1,5,7,3,6,48,91,73,beginner_backend
17186,Hector Rodriguez,7575192,48,45,79,0,5,5,3,5,3,58,61,57,advanced_data_science
17187,Donald Macias,77741693,8,21,68,4,1,4,3,4,2,45,71,62,beginner_data_science
17188,Brant Powell,87536895,0,17,50,4,7,3,4,5,3,82,62,69,beginner_backend
17189,Rebecca Hamblin,60806744,28,41,31,6,4,5,4,4,6,71,72,84,advanced_backend
17190,Roberto Sowers,53295879,76,83,24,4,0,2,6,0,7,47,,69,beginner_backend
17191,Ulysses Gallivan,62849646,36,46,12,5,2,5,2,5,5,64,52,82,advanced_data_science
17192,Gregory Light,49136105,13,48,23,5,4,5,5,2,5,67,60,93,advanced_backend
17193,Beulah Avery,32830520,57,16,25,4,7,5,4,4,4,,56,67,beginner_front_end
17194,Florence Bryant,96279510,77,80,35,8,7,6,5,2,3,76,79,44,advanced_front_end
17195,Miguel Greene,64306611,68,26,33,1,3,4,1,6,1,60,40,54,beginner_front_end
17196,Benjamin Vargas,65730438,0,13,36,2,10,3,3,7,4,93,79,80,beginner_backend
17197,William Yarbrough,34505434,32,54,18,4,3,4,3,10,4,48,55,47,advanced_data_science
17198,Martin Torres,8738945,7,62,41,5,4,5,2,2,3,59,78,95,advanced_data_science
17199,Melanie Craft,96852001,16,52,22,6,5,5,7,1,4,69,71,73,advanced_backend
17200,Ann Marashi,21826439,29,64,17,5,3,4,4,3,3,83,90,71,beginner_backend
17201,Edmundo Riner,67220879,41,44,39,2,3,4,2,2,3,40,41,64,beginner_data_science
17202,Lenora Blackmon,96950810,59,73,32,7,4,2,3,6,1,70,59,70,beginner_backend
17203,Dee Brown,38641636,58,39,0,1,2,4,0,6,3,75,42,49,beginner_front_end
17204,Donnie Hunking,30916964,52,46,40,3,5,4,5,5,3,60,63,56,advanced_front_end
17205,Andy Vogel,99107280,56,69,9,3,0,0,0,9,2,57,42,75,beginner_backend
17206,Sharon Doire,91870151,26,31,40,1,5,7,4,4,2,60,86,78,beginner_data_science
17207,Kyle Oshaughnessy,90574110,40,12,65,1,2,7,3,4,1,69,100,83,beginner_data_science
17208,Margie Franklin,93439427,28,27,53,4,3,6,4,1,3,72,71,66,beginner_data_science
17209,Natalie Lauer,64704595,18,49,28,6,6,7,2,3,4,77,71,79,beginner_data_science
17210,Ming Vanalstyne,39671935,0,15,57,0,7,6,3,7,3,79,78,71,beginner_backend
17211,Stephen Szymanski,7554544,9,112,63,5,4,4,6,7,4,73,82,64,advanced_front_end
17212,Gerry Bussell,10801038,75,88,40,6,0,0,5,6,0,62,87,,beginner_backend
17213,Mary Virula,34578140,23,57,10,2,3,5,2,4,5,68,82,70,beginner_backend
17214,Laura Ceja,82197132,51,62,39,2,5,0,4,5,3,39,77,72,advanced_front_end
17215,Deanna Daugherty,13122893,50,31,35,3,5,2,5,5,6,75,55,55,beginner_front_end
17216,Michael Driggers,61307769,108,31,21,6,9,7,4,4,4,53,56,62,beginner_front_end
17217,Dalton Morris,88573222,0,0,7,3,0,9,5,2,2,74,69,69,beginner_data_science
17218,Debra Mccright,53578467,37,38,30,3,1,0,1,7,3,74,45,48,beginner_front_end
17219,Della Cordova,6432538,31,22,46,2,5,3,3,6,3,63,76,70,advanced_front_end
17220,Jennifer Manteca,72355740,47,63,19,3,3,5,5,4,4,71,88,71,beginner_backend
17221,John Cameron,26462932,46,76,7,2,1,3,2,3,5,70,76,73,beginner_backend
17222,Ann Holder,62437944,55,60,42,5,2,6,4,4,3,65,48,75,advanced_data_science
17223,Casey Rodriquez,17198347,32,62,42,5,6,5,2,5,4,42,94,26,advanced_front_end
17224,Lisa Casillas,45488743,36,83,5,5,1,3,4,7,0,73,79,78,beginner_backend
17225,Laura Bridgewater,75867373,46,19,13,7,5,4,6,5,7,74,72,71,advanced_backend
17226,Danny Archibald,86257592,0,19,60,2,6,3,0,6,5,71,73,75,beginner_backend
17227,Michael Smith,16524724,55,18,63,6,6,6,3,7,3,68,46,70,beginner_front_end
17228,Helen Blanding,28196817,13,60,7,0,1,4,2,2,6,70,86,67,beginner_backend
17229,Don Allison,26343378,0,43,59,4,2,8,3,4,11,88,100,84,advanced_backend
17230,Coleman Dietrick,15869124,76,24,24,9,3,6,3,7,10,77,66,75,advanced_backend
17231,Patrick Sparks,81308265,9,21,44,0,4,5,5,7,6,60,75,76,advanced_front_end
17232,Linda Pruett,96704541,46,30,33,7,3,4,4,2,4,83,73,93,advanced_backend
17233,Mark Hurley,10737382,61,44,48,2,2,4,6,4,1,42,65,65,beginner_data_science
17234,Freda Yanes,73525247,32,31,39,1,3,6,3,4,2,42,66,72,beginner_data_science
17235,Ann Stenger,9676365,,75,16,4,2,6,2,3,3,72,73,59,beginner_backend
17236,Charles Timbers,45804726,0,26,9,0,3,6,0,9,0,,54,60,beginner_backend
17237,Patricia Hart,36246546,1,0,34,2,0,7,3,2,3,58,83,70,beginner_data_science
17238,Anita Rodgers,20165575,16,44,36,4,2,9,2,3,2,51,65,62,beginner_data_science
17239,Alonzo Mayes,56031963,24,76,35,2,3,3,5,9,3,69,78,75,advanced_data_science
17240,Brenda Kimball,25182611,0,7,61,1,2,6,6,4,2,75,77,46,beginner_data_science
17241,Ira Goodwin,46494154,48,73,40,3,2,4,5,4,3,64,57,55,advanced_backend
17242,Ruth Lowry,5561870,30,17,61,3,1,6,7,3,1,49,72,53,beginner_data_science
17243,Connie Hanline,4324801,45,44,32,1,9,2,4,5,3,74,86,65,beginner_front_end
17244,Maria Riley,93304022,10,35,54,3,2,1,1,6,6,40,81,84,advanced_front_end
17245,Janet Schatzman,37821226,34,86,0,8,3,5,4,6,0,76,36,72,advanced_data_science
17246,Joshua Ellis,34087025,15,54,44,3,3,1,4,5,5,77,62,47,beginner_front_end
17247,Brent Mcgowan,95271196,0,63,50,7,3,8,4,3,5,75,73,76,advanced_backend
17248,Kevin Struthers,81133485,0,52,57,2,4,1,1,5,3,60,77,71,advanced_front_end
17249,Alisa Grimley,53587482,54,65,66,3,4,6,2,5,3,63,62,84,advanced_data_science
17250,Jenifer Howard,80688589,47,41,58,5,0,9,0,5,4,68,67,83,advanced_data_science
17251,Sandra Hand,71254066,63,22,47,4,4,2,5,7,2,53,42,47,advanced_data_science
17252,Alberta Collette,5476392,71,9,31,2,5,2,2,5,2,54,77,68,advanced_front_end
17253,Alison Bledsoe,50651296,45,18,19,7,5,2,2,4,3,70,80,61,beginner_front_end
17254,William Smith,20202323,12,73,49,3,2,5,5,1,5,77,67,82,advanced_backend
17255,Jennifer Contreras,36328195,33,16,64,1,2,6,3,5,4,100,100,85,beginner_data_science
17256,Jack Hansen,91190597,15,15,48,2,2,5,8,3,1,61,60,40,beginner_data_science
17257,Lavina Shinn,85163246,58,42,43,7,4,8,3,4,1,43,100,72,advanced_data_science
17258,Gretchen Griffith,81344190,57,48,17,8,3,7,3,4,0,61,73,69,advanced_data_science
17259,Brittney Santiago,77624654,68,53,62,4,5,4,3,2,1,76,55,50,advanced_front_end
17260,Jose Corey,68481907,14,35,12,3,2,1,3,4,3,77,56,61,beginner_backend
17261,Frances Curry,16480557,26,51,29,2,5,4,3,5,3,90,91,74,beginner_backend
17262,Alicia Deleon,24370460,23,62,48,2,1,2,8,2,5,77,70,85,advanced_backend
17263,Ronald Moore,23828352,77,54,0,4,8,5,3,2,4,74,60,49,beginner_front_end
17264,Zachary Tafel,76574621,27,70,74,6,1,4,4,2,2,83,65,90,advanced_backend
17265,Mary Mccarthy,75086405,48,51,4,7,2,6,2,6,2,61,65,73,advanced_data_science
17266,Dennis Harriott,30009278,65,32,38,3,3,0,10,5,1,66,66,53,beginner_data_science
17267,Julie Gonnella,7027696,54,64,57,5,7,5,4,3,2,79,74,40,advanced_front_end
17268,Lucinda Tancredi,51008280,53,28,37,1,6,3,5,4,3,68,60,68,beginner_front_end
17269,Greg Burke,61388238,59,31,10,4,7,4,2,3,4,41,85,49,advanced_front_end
17270,Aurora Johnson,68556076,47,0,46,3,0,3,1,6,1,64,43,68,beginner_front_end
17271,Gregory Walthall,31543219,50,58,56,3,4,2,6,5,3,63,48,74,advanced_data_science
17272,Anthony Davidson,69141392,56,40,49,3,5,5,4,4,3,65,76,76,beginner_data_science
17273,Noe Nichols,42412556,24,51,43,2,9,0,4,4,1,62,74,69,advanced_front_end
17274,Jackson Roberto,26244209,66,42,78,2,3,2,5,2,4,64,31,79,advanced_data_science
17275,Deborah Leet,73732328,2,77,54,5,4,5,2,1,1,69,64,98,advanced_backend
17276,Pedro Oneil,12226875,9,0,9,1,5,4,1,5,3,71,78,90,beginner_data_science
17277,Amy Cortez,72569890,0,24,81,3,2,4,1,7,5,61,70,55,advanced_front_end
17278,Araceli Goodman,10737887,11,33,53,2,3,0,0,6,4,31,77,61,advanced_front_end
17279,Melissa Blake,69309248,25,49,34,4,6,5,2,,2,77,91,82,beginner_backend
17280,Henry Wolak,29094575,38,13,61,2,4,5,5,4,1,64,99,74,beginner_data_science
17281,Mark Saulsberry,35656598,49,68,23,4,3,3,4,4,3,69,74,70,beginner_backend
17282,Brent Evans,82011425,15,56,34,1,1,0,1,6,5,89,35,35,beginner_front_end
17283,Thomas Guerin,81555482,53,33,21,1,6,3,3,4,4,32,86,54,advanced_front_end
17284,Dee Rodriguez,23274048,50,72,8,3,3,3,1,6,1,68,47,59,beginner_backend
17285,Susan Higgins,79096072,37,44,38,4,8,3,6,5,6,87,69,59,beginner_front_end
17286,Lisa Hendrix,51116419,44,28,0,5,6,6,0,4,3,79,69,66,beginner_front_end
17287,Deborah Katz,29972058,25,3,39,2,2,11,3,3,0,74,75,63,beginner_data_science
17288,Nancy Ashley,85983574,62,20,15,3,4,3,4,11,2,49,55,27,advanced_data_science
17289,Judith Johnson,62955352,9,46,54,4,3,2,5,2,3,78,92,76,beginner_backend
17290,Charles Pritchett,35605525,0,100,28,5,9,2,5,3,3,64,84,61,advanced_front_end
17291,Claude Cortez,61185676,26,36,15,7,4,8,3,3,8,84,78,61,advanced_backend
17292,Carol Willmore,8631811,24,58,3,2,3,2,0,5,3,74,62,64,beginner_backend
17293,Chrystal Haas,13182488,34,57,30,7,1,6,5,0,1,86,59,80,advanced_backend
17294,Forrest Villar,21843560,49,6,88,2,3,6,0,0,1,64,55,68,advanced_data_science
17295,Joyce Roberts,9041917,0,58,38,3,4,1,6,8,5,100,73,58,beginner_front_end
17296,Daniel Thompson,83040046,7,31,29,3,3,4,4,6,1,77,71,80,beginner_backend
17297,Loretta Pulliam,79076949,53,12,18,6,5,2,0,8,0,61,73,50,advanced_data_science
17298,Debbie Smith,41813378,88,17,63,2,4,3,1,4,2,62,41,55,advanced_data_science
17299,Alfred Ray,30455278,43,46,27,5,3,3,6,7,3,54,60,67,advanced_data_science
17300,Candace Wright,27760878,24,8,23,3,5,4,4,2,4,94,89,84,beginner_data_science
17301,Sharon Turner,77764103,26,35,13,1,3,0,0,4,4,79,35,28,advanced_data_science
17302,Ema Forman,99299025,14,78,67,5,6,0,4,6,3,80,71,47,beginner_front_end
17303,Michael Tritz,98195174,94,17,16,2,7,5,4,4,3,48,52,65,beginner_front_end
17304,Peggy Mezick,4589124,9,79,56,4,6,2,4,6,3,62,85,55,advanced_front_end
17305,Martha Terry,31251789,71,101,24,6,3,2,2,6,0,68,72,80,beginner_backend
17306,James Bunch,5233505,52,58,21,3,6,1,0,5,3,75,54,39,beginner_front_end
17307,Alice Moses,58968505,42,66,34,5,5,4,6,5,2,44,45,44,advanced_data_science
17308,Debbie Orr,50582552,43,43,29,,4,0,1,5,5,73,52,35,beginner_front_end
17309,Sherry Towne,34597697,0,39,71,2,4,5,3,5,4,80,63,56,advanced_front_end
17310,John Lander,16394164,0,55,71,8,0,8,1,5,2,79,75,100,advanced_backend
17311,Tera Neal,92078492,12,34,54,6,2,6,2,8,8,84,84,85,advanced_backend
17312,Stephen Scott,15172805,19,13,61,2,1,6,5,6,2,61,78,67,beginner_data_science
17313,Melody Fitzpatrick,99255696,12,26,31,3,5,3,1,11,0,72,46,80,beginner_backend
17314,Anthony Green,10275709,43,39,85,4,5,4,0,1,5,73,84,80,beginner_data_science
17315,Gregory Holder,78246599,30,33,44,4,0,5,7,3,9,95,87,74,advanced_backend
17316,Roberta Hedger,36845337,49,67,9,6,1,0,5,4,5,67,84,87,beginner_backend
17317,Toni Goodwin,33404349,20,47,33,3,7,4,2,3,3,65,74,48,advanced_front_end
17318,David Madrigal,81537418,66,87,52,5,4,2,11,7,3,55,25,66,advanced_data_science
17319,Leo Hamilton,71733360,27,64,46,7,4,5,6,4,4,62,49,79,advanced_backend
